mes,producto,codCliente,nombreCliente,categoria,departamento,montoVenta
2022-12-03,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,100
2022-06-21,Computadora,5662,Ulises del Dios Henriquez,Portatil,Santa Ana,1150
2024-01-24,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,35
2022-07-31,Ventilador,5662,Ulises del Dios Henriquez,Otros,San Miguel,75
2023-08-13,Radio,4976,Yazmin Veronica Ramirez,Portatil,Santa Ana,150
2024-04-08,Ventilador,4976,Yazmin Veronica Ramirez,Otros,La Paz,75
2023-08-31,Cafetera,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,85
2024-02-02,Ventilador,2422,Rosa Maria Guevara Elias,Otros,San Miguel,75
2022-11-26,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,950
2023-03-14,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,159
2022-08-12,Cafetera,5662,Ulises del Dios Henriquez,Otros,San Salvador,85
2022-03-22,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,150
2022-09-21,Celular,3312,Rene Quinteros Zamora,Portatil,Cojutepeque,390
2022-08-21,Computadora,2422,Rosa Maria Guevara Elias,Portatil,San Miguel,1150
2023-11-12,Plancha,4976,Yazmin Veronica Ramirez,Otros,Usulutan,35
2022-06-21,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,950
2022-11-09,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,75
2023-02-26,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,1150
2023-01-20,Radio,3312,Rene Quinteros Zamora,Portatil,Cojutepeque,150
2023-03-17,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,150
2024-04-08,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,75
2023-03-05,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,159
2023-11-01,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,75
2023-07-28,Computadora,3312,Rene Quinteros Zamora,Portatil,Chalatenango,1150
2023-09-15,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,159
2022-10-02,Cafetera,3312,Rene Quinteros Zamora,Otros,Santa Ana,85
2022-10-27,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,150
2023-06-13,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,85
2022-05-21,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,150
2022-02-22,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,150
2023-03-19,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,35
2023-03-24,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,100
2023-01-27,Cafetera,5662,Ulises del Dios Henriquez,Otros,La Libertad,85
2023-12-13,Plancha,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,35
2022-02-01,Plancha,3312,Rene Quinteros Zamora,Otros,San Salvador,35
2022-01-02,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,1150
2023-09-21,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,150
2022-08-23,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,500
2022-02-13,Cocina,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,400
2024-03-29,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Cojutepeque,150
2023-04-14,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,100
2022-09-07,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,La Paz,950
2022-03-01,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,150
2023-09-13,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,1150
2023-06-16,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,400
2022-01-26,Computadora,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,1150
2022-03-29,Consola,3312,Rene Quinteros Zamora,Entretenimiento,Santa Ana,950
2023-03-19,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,75
2023-11-14,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,75
2023-01-16,Celular,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,390
2022-06-09,Radio,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,150
2023-02-08,Computadora,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,1150
2023-08-25,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,150
2023-01-26,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,150
2023-01-07,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,500
2024-03-16,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,950
2023-11-30,Ventilador,5662,Ulises del Dios Henriquez,Otros,San Miguel,75
2023-08-08,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,159
2023-01-11,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,75
2022-10-06,Computadora,5662,Ulises del Dios Henriquez,Portatil,La Libertad,1150
2023-04-28,Asistente inteligente,2422,Rosa Maria Guevara Elias,Entretenimiento,Usulutan,100
2022-05-24,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,75
2022-09-23,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,150
2023-04-17,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,500
2022-02-05,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,500
2022-10-03,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,159
2023-02-24,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,100
2023-12-14,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Usulutan,85
2023-09-23,Cocina,3312,Rene Quinteros Zamora,Otros,Cojutepeque,400
2024-02-02,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,950
2023-02-13,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,159
2022-09-07,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,950
2023-01-07,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,500
2022-02-10,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,159
2022-05-21,Celular,3312,Rene Quinteros Zamora,Portatil,Chalatenango,390
2024-01-31,DVD,3312,Rene Quinteros Zamora,Entretenimiento,Santa Ana,150
2022-04-18,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,500
2023-01-05,Ventilador,2422,Rosa Maria Guevara Elias,Otros,Chalatenango,75
2023-08-10,Plancha,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,35
2022-06-07,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,85
2022-02-11,Ventilador,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,75
2023-02-27,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,400
2023-08-23,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,150
2022-07-22,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,100
2023-04-01,Cocina,5662,Ulises del Dios Henriquez,Otros,Chalatenango,400
2022-07-17,Cocina,2422,Rosa Maria Guevara Elias,Otros,La Libertad,400
2023-12-24,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,150
2024-01-22,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,159
2022-03-20,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,150
2023-05-22,Celular,2422,Rosa Maria Guevara Elias,Portatil,La Libertad,390
2023-05-26,Ventilador,5662,Ulises del Dios Henriquez,Otros,Chalatenango,75
2022-01-11,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,1150
2023-09-19,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,150
2023-01-15,Asistente inteligente,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,100
2023-01-14,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,75
2022-02-28,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,400
2022-03-13,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,390
2022-12-16,Computadora,5662,Ulises del Dios Henriquez,Portatil,Usulutan,1150
2023-12-24,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,Cojutepeque,950
2023-05-25,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,950
2022-07-25,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,400
2022-07-31,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,85
2022-12-31,Radio,4976,Yazmin Veronica Ramirez,Portatil,Chalatenango,150
2023-07-18,Ventilador,2422,Rosa Maria Guevara Elias,Otros,Chalatenango,75
2023-10-25,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,500
2023-08-25,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,500
2023-01-15,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,500
2023-02-17,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,La Paz,150
2023-10-08,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,Chalatenango,100
2022-08-01,Computadora,2422,Rosa Maria Guevara Elias,Portatil,San Salvador,1150
2024-02-04,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,159
2023-04-19,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,500
2023-10-01,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,500
2022-09-01,Plancha,3312,Rene Quinteros Zamora,Otros,Santa Ana,35
2022-06-19,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,159
2022-11-10,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,150
2024-01-11,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,950
2023-12-25,Plancha,2422,Rosa Maria Guevara Elias,Otros,La Libertad,35
2022-05-09,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,100
2022-01-22,Cocina,2422,Rosa Maria Guevara Elias,Otros,Chalatenango,400
2023-05-15,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,100
2024-03-17,Radio,2422,Rosa Maria Guevara Elias,Portatil,Usulutan,150
2022-04-09,Asistente inteligente,2422,Rosa Maria Guevara Elias,Entretenimiento,San Salvador,100
2023-09-05,Plancha,4976,Yazmin Veronica Ramirez,Otros,Usulutan,35
2023-08-13,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,500
2023-02-11,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,35
2022-12-23,Radio,5662,Ulises del Dios Henriquez,Portatil,San Salvador,150
2022-11-14,Cocina,3312,Rene Quinteros Zamora,Otros,Chalatenango,400
2022-10-12,Cafetera,5662,Ulises del Dios Henriquez,Otros,San Miguel,85
2024-03-13,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,150
2023-11-01,Ventilador,3312,Rene Quinteros Zamora,Otros,Usulutan,75
2024-04-12,Cocina,2422,Rosa Maria Guevara Elias,Otros,Usulutan,400
2022-08-04,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,1150
2022-08-31,Radio,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,150
2023-10-18,Televisor,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,500
2024-01-01,Celular,3312,Rene Quinteros Zamora,Portatil,Santa Ana,390
2022-08-12,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,150
2022-11-29,Ventilador,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,75
2023-07-07,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,150
2022-12-23,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,500
2023-04-04,Cafetera,4976,Yazmin Veronica Ramirez,Otros,San Salvador,85
2022-08-21,Celular,3312,Rene Quinteros Zamora,Portatil,La Paz,390
2023-04-04,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,159
2022-07-01,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,950
2022-02-11,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,950
2022-04-16,Cafetera,5662,Ulises del Dios Henriquez,Otros,San Salvador,85
2023-10-26,Computadora,5662,Ulises del Dios Henriquez,Portatil,La Paz,1150
2022-10-14,Cocina,5662,Ulises del Dios Henriquez,Otros,San Miguel,400
2022-08-14,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,390
2022-03-05,Cocina,4976,Yazmin Veronica Ramirez,Otros,La Libertad,400
2022-07-28,Televisor,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,500
2022-11-07,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,100
2023-09-02,DVD,3312,Rene Quinteros Zamora,Entretenimiento,La Paz,150
2022-11-29,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,400
2023-01-11,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,1150
2023-10-31,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Chalatenango,85
2023-09-26,Cocina,3312,Rene Quinteros Zamora,Otros,Usulutan,400
2023-01-16,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,150
2024-03-06,Cafetera,4976,Yazmin Veronica Ramirez,Otros,Usulutan,85
2023-03-18,Radio,5662,Ulises del Dios Henriquez,Portatil,La Paz,150
2023-06-17,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Usulutan,75
2023-12-01,Plancha,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,35
2023-01-05,Radio,3312,Rene Quinteros Zamora,Portatil,Chalatenango,150
2024-02-06,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,159
2022-08-20,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,San Salvador,159
2022-09-01,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,950
2023-04-09,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,100
2023-10-03,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,950
2023-07-08,Computadora,3312,Rene Quinteros Zamora,Portatil,Usulutan,1150
2022-03-03,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,75
2023-07-30,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,500
2024-01-07,Radio,4976,Yazmin Veronica Ramirez,Portatil,La Paz,150
2024-02-07,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,75
2024-03-31,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,150
2023-07-14,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,500
2023-12-29,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,159
2023-10-14,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,390
2022-01-23,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,1150
2023-03-02,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,150
2023-11-25,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,390
2023-06-20,Cocina,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,400
2023-02-02,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,400
2024-01-15,Radio,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,150
2024-04-08,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,950
2023-03-07,Radio,4976,Yazmin Veronica Ramirez,Portatil,La Paz,150
2022-02-12,Computadora,5662,Ulises del Dios Henriquez,Portatil,Usulutan,1150
2023-05-19,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,150
2023-06-20,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,950
2023-02-12,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,Chalatenango,500
2023-02-13,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,159
2022-08-19,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,35
2023-04-08,Computadora,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,1150
2022-02-23,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,159
2023-09-28,Radio,5662,Ulises del Dios Henriquez,Portatil,San Miguel,150
2023-05-04,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,1150
2023-02-27,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,100
2023-12-03,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,159
2023-05-12,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,950
2024-02-19,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,100
2023-09-24,Consola,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,950
2022-08-16,Celular,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,390
2022-04-13,Cocina,5662,Ulises del Dios Henriquez,Otros,San Miguel,400
2022-06-01,Ventilador,3312,Rene Quinteros Zamora,Otros,San Salvador,75
2022-01-18,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,159
2022-02-13,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,159
2022-05-03,Cocina,5662,Ulises del Dios Henriquez,Otros,Usulutan,400
2022-06-16,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,35
2022-08-28,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,950
2023-11-19,Asistente inteligente,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,100
2023-01-20,Radio,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,150
2023-12-11,Ventilador,5662,Ulises del Dios Henriquez,Otros,Chalatenango,75
2023-01-05,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,159
2022-03-22,Ventilador,3312,Rene Quinteros Zamora,Otros,Chalatenango,75
2023-12-24,Celular,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,390
2022-04-16,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,500
2023-01-30,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,400
2023-11-12,Radio,4976,Yazmin Veronica Ramirez,Portatil,Santa Ana,150
2023-08-18,Cafetera,3312,Rene Quinteros Zamora,Otros,La Paz,85
2022-01-21,Radio,5662,Ulises del Dios Henriquez,Portatil,San Salvador,150
2024-04-06,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,100
2023-01-28,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,100
2023-12-30,Cocina,3312,Rene Quinteros Zamora,Otros,Cojutepeque,400
2024-03-05,Plancha,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,35
2023-12-25,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,La Libertad,159
2022-02-05,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,100
2023-06-17,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,500
2022-09-17,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,150
2023-07-23,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,500
2023-08-16,Televisor,2422,Rosa Maria Guevara Elias,Entretenimiento,Usulutan,500
2022-04-01,Radio,3312,Rene Quinteros Zamora,Portatil,Cojutepeque,150
2023-12-04,Plancha,4976,Yazmin Veronica Ramirez,Otros,San Miguel,35
2023-12-19,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,390
2023-05-19,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,150
2022-04-10,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,150
2023-07-18,Computadora,2422,Rosa Maria Guevara Elias,Portatil,San Miguel,1150
2023-06-06,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,100
2022-09-16,Computadora,5662,Ulises del Dios Henriquez,Portatil,Chalatenango,1150
2022-11-21,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,35
2022-11-10,Televisor,2422,Rosa Maria Guevara Elias,Entretenimiento,La Libertad,500
2022-12-25,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,100
2024-04-02,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,85
2023-04-24,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,75
2022-09-15,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,150
2022-12-21,Computadora,2422,Rosa Maria Guevara Elias,Portatil,San Miguel,1150
2022-03-01,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,100
2022-01-28,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,100
2024-02-01,Radio,5662,Ulises del Dios Henriquez,Portatil,Usulutan,150
2022-10-15,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Usulutan,85
2022-01-25,Cocina,4976,Yazmin Veronica Ramirez,Otros,San Salvador,400
2023-04-04,Cafetera,5662,Ulises del Dios Henriquez,Otros,La Libertad,85
2023-03-06,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,150
2023-09-26,Plancha,5662,Ulises del Dios Henriquez,Otros,San Miguel,35
2023-08-10,Ventilador,4976,Yazmin Veronica Ramirez,Otros,San Miguel,75
2023-01-18,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,Santa Ana,100
2023-01-28,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,75
2022-08-23,Celular,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,390
2024-03-30,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,La Paz,950
2022-10-05,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,La Paz,150
2023-02-26,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Libertad,85
2024-01-28,Computadora,3312,Rene Quinteros Zamora,Portatil,San Miguel,1150
2022-09-08,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,100
2022-07-28,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,950
2023-11-16,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,San Miguel,500
2023-06-11,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,150
2023-06-20,Ventilador,4976,Yazmin Veronica Ramirez,Otros,San Salvador,75
2023-11-02,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,950
2022-08-21,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,950
2022-09-28,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,950
2023-03-06,Computadora,3312,Rene Quinteros Zamora,Portatil,La Paz,1150
2022-08-26,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,950
2023-10-05,DVD,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,150
2023-09-06,Cocina,3312,Rene Quinteros Zamora,Otros,Usulutan,400
2022-11-02,Celular,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,390
2023-06-18,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Usulutan,950
2023-07-18,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,159
2022-12-13,Plancha,5662,Ulises del Dios Henriquez,Otros,Usulutan,35
2023-04-26,Radio,2422,Rosa Maria Guevara Elias,Portatil,San Miguel,150
2024-03-31,Ventilador,3312,Rene Quinteros Zamora,Otros,Santa Ana,75
2022-04-03,Cafetera,5662,Ulises del Dios Henriquez,Otros,La Libertad,85
2023-01-31,Plancha,5662,Ulises del Dios Henriquez,Otros,La Libertad,35
2022-09-17,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,150
2023-08-17,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,La Libertad,100
2023-06-05,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,1150
2023-11-03,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,Usulutan,500
2023-11-25,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,500
2022-02-16,Celular,5662,Ulises del Dios Henriquez,Portatil,La Libertad,390
2022-01-25,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,85
2023-10-12,Ventilador,2422,Rosa Maria Guevara Elias,Otros,La Libertad,75
2022-10-31,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,390
2022-12-26,Cocina,2422,Rosa Maria Guevara Elias,Otros,Usulutan,400
2023-03-04,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Libertad,85
2022-05-14,Computadora,5662,Ulises del Dios Henriquez,Portatil,La Libertad,1150
2022-10-24,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Cojutepeque,390
2022-09-20,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,159
2023-02-25,Celular,4976,Yazmin Veronica Ramirez,Portatil,La Paz,390
2024-01-26,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,100
2022-10-10,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,San Miguel,159
2022-03-23,Radio,2422,Rosa Maria Guevara Elias,Portatil,San Salvador,150
2023-09-11,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,100
2023-09-26,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,150
2024-03-11,Cocina,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,400
2024-03-05,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,159
2022-01-05,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,100
2023-02-13,Cocina,3312,Rene Quinteros Zamora,Otros,La Paz,400
2022-03-04,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,159
2024-04-08,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,1150
2022-02-18,Cocina,5662,Ulises del Dios Henriquez,Otros,La Libertad,400
2023-06-04,Computadora,2422,Rosa Maria Guevara Elias,Portatil,Santa Ana,1150
2022-06-07,Plancha,3312,Rene Quinteros Zamora,Otros,Cojutepeque,35
